,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,Supply
300,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
301,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
302,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
303,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
304,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
305,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
306,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
307,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
308,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
309,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
310,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
311,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
312,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
313,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
314,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
315,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
316,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
317,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
318,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
319,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
320,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
321,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
322,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
323,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
324,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
325,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
326,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
327,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
328,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
329,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
330,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
331,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
332,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
333,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
334,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
335,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
336,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
337,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
338,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
339,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
340,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
341,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
342,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
343,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
344,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
345,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
346,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
347,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
348,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
349,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
350,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
351,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
352,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
353,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
354,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
355,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
356,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
357,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
358,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
359,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
360,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
361,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
362,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
363,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
364,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
365,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
366,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
367,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
368,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
369,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
370,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
371,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,4,2,7,6,5,42
372,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,7,11,10,4,9,35
373,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,5,1,8,7,5,15
374,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,3,9,6,7,8,25
